id,value,nok,ffiak,wage_dif,mean_wage_fem,mean_wage_male,noi_honap,ffi_honap,gender_dom,relevant_wagedif_norm,wage_sign,wagegap,wagegap_wlimit,wagegap2,wagegap_controlled,wagegap_controlled_wlimit,tenure_dif,manag_av,id_labels,occ_0,occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,occ_11,occ_12,occ_13,occ_14,occ_15,occ_16,occ_17,occ_18,occ_19,occ_20,occ_21,occ_22,occ_23,occ_24,occ_25,occ_26,occ_27,occ_28,occ_29,occ_30,occ_31,occ_32,occ_33,occ_34,occ_35,occ_36,occ_37,occ_38,occ_39,occ_40,occ_41,occ_42,occ_43,occ_44,occ_45,occ_46,occ_47,occ_48,occ_49,occ_50,hany_ism,occ_51
0.45.15,16,8,8,153601.58,171068.94,181801.34,18,10.875,0,0,1,1,1,1,1,1,0,0,"0.Assemblers.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.45.34,19,11,8,144081.73,94468.313,119162.06,31.272728,24.875,0,0,1,1,1,1,1,1,0,,0.Assemblers.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.45.34.15,11,6,5,154655.06,170494.95,208562.19,16.333334,20,0,0,1,1,1,1,1,1,1,0,"0.Assemblers.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.45.48,30,10,20,25573.594,74250.742,84414.555,8.8000002,10.7,1,0,1,1,1,1,1,1,1,,0.Assemblers.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.45.48.15,7,2,5,289897.81,114261.5,170074.03,4,12,1,1,1,1,1,1,1,1,1,0,"0.Assemblers.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.46,20,7,13,,63727.012,96103.578,6,12.384615,1,,,1,1,1,1,1,1,,0.Stationary machine operators,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.46.15,4,2,2,291957.25,70811.414,254204.17,2.5,2,0,1,1,1,1,1,1,1,0,0,"0.Stationary machine operators.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.47,29,1,28,,84261,87355.852,1,16.821428,1,,,1,,0,1,,1,,0.Drivers and mobile machinery operators,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.47.15,7,0,7,37399.445,,213044.19,,26.571428,1,0,1,,,,,,,0,"0.Drivers and mobile machinery operators.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.48,842,292,550,,64375.98,70588.648,6.6883564,10.129091,1,,,1,1,1,1,1,1,,0.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
0.48.14,30,10,20,211769.38,85746.734,72297.211,4.8000002,3.6500001,1,1,1,0,0,0,1,1,0,0,"0.Occupations not requiring qualifications.Chief executives, senior officials and legislators",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.15,207,65,142,253440.03,143154.48,153299.31,12.8,14.704226,1,1,1,1,1,1,1,1,1,0,"0.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.17,10,0,10,1198841.5,,223341.8,,17.299999,1,1,1,,,,,,,,"0.Occupations not requiring qualifications.Technical, information technology, science related professionals",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.17.15,4,0,4,962561,,429350.41,,21.5,1,1,1,,,,,,,1,"0.Occupations not requiring qualifications.Technical, information technology, science related professionals.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.24,25,3,22,426708.59,126519.82,119722.2,18.333334,15.363636,1,1,1,0,0,0,0,0,0,,0.Occupations not requiring qualifications.Technicians and technical professionals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.24.15,7,1,6,253923.59,433082.41,344757.13,5,18.5,1,1,1,0,,0,0,,1,1,"0.Occupations not requiring qualifications.Technicians and technical professionals.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.24.48,5,0,5,74525.422,,103331.47,,2.4000001,1,0,1,,,,,,,,0.Occupations not requiring qualifications.Technicians and technical professionals.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.24.48.15,4,0,4,45426.094,,134958.59,,12.25,1,0,1,,,,,,,0,"0.Occupations not requiring qualifications.Technicians and technical professionals.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.29,49,16,33,365404.22,125401.23,129301.8,17.6875,23.454546,1,1,1,1,1,0,0,0,1,,"0.Occupations not requiring qualifications.Business related services administrators, agents",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.29.15,26,9,17,93798.25,210499.31,206479.5,21.888889,22.941177,1,0,1,0,0,0,0,0,1,0,"0.Occupations not requiring qualifications.Business related services administrators, agents.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.32,25,8,17,461481.13,88739.773,130756.88,5.75,11.764706,1,1,1,1,1,1,1,1,1,,0.Occupations not requiring qualifications.Office clerks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.32.15,8,3,5,212131.59,295892.25,294972.16,5,21.200001,1,1,1,0,0,0,1,1,1,1,"0.Occupations not requiring qualifications.Office clerks.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.33,38,23,15,192624.98,113086.43,82430.602,20.565218,10.6,2,1,1,0,0,0,0,0,0,,0.Occupations not requiring qualifications.Customer services occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.33.15,13,10,3,58405.789,226478.02,344747.97,23,36,2,0,1,1,1,1,1,1,1,0,"0.Occupations not requiring qualifications.Customer services occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.33.34,11,8,3,52088.457,117921.61,126281.95,25.625,39.333332,2,0,1,1,1,1,1,1,1,,0.Occupations not requiring qualifications.Customer services occupations.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.33.34.15,8,5,3,29660.053,198684.56,183594,8.1999998,5.6666665,2,0,1,0,0,0,0,0,0,0,"0.Occupations not requiring qualifications.Customer services occupations.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34,233,126,107,242628.73,93606.313,101138.05,20.261906,17.495327,0,1,1,1,1,1,1,1,0,,0.Occupations not requiring qualifications.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.15,116,62,54,87784.68,185307.92,200673.89,13.16129,16.611111,0,0,1,1,1,1,1,1,1,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.29,13,8,5,160050.64,104898.72,104966.41,14.25,19.6,2,1,1,1,1,0,0,0,1,,"0.Occupations not requiring qualifications.Commercial and catering occupations.Business related services administrators, agents",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.29.15,4,3,1,38608.02,182072.86,170345.92,26.666666,42,2,0,1,0,,0,1,,1,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Business related services administrators, agents.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.33,14,9,5,108595.77,91125.641,123610.88,15.111111,5.1999998,2,0,1,1,1,1,1,1,0,,0.Occupations not requiring qualifications.Commercial and catering occupations.Customer services occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.33.15,5,2,3,118159.21,142868.83,281934.22,30,15.333333,1,0,1,1,1,1,1,1,0,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Customer services occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.33.34,6,5,1,29223.063,100454.3,108986,23.799999,6,2,0,1,1,,1,1,,0,,0.Occupations not requiring qualifications.Commercial and catering occupations.Customer services occupations.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.34.33.34.15,5,5,0,51987.988,175685.64,,14.4,,2,0,1,,,,,,,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Customer services occupations.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.34.48,47,28,19,45540.273,76503.281,83306.789,8.9642859,13.421053,0,0,1,1,1,1,1,1,1,,0.Occupations not requiring qualifications.Commercial and catering occupations.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.34.48.15,14,9,5,238607.94,204534.89,158733.8,17.888889,26.6,2,1,1,0,0,0,0,0,1,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.34.48.34,24,15,9,188747.11,110973,110108.95,13.533334,10.666667,2,1,1,0,0,0,1,1,0,,0.Occupations not requiring qualifications.Commercial and catering occupations.Occupations not requiring qualifications.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
0.48.34.48.34.15,13,9,4,49031.941,192526.52,138178.5,12.555555,6.75,2,0,1,0,0,0,1,1,0,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Occupations not requiring qualifications.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
0.48.35,23,4,19,200009.34,62072.973,104596.92,9.5,15.578947,1,1,1,1,1,1,1,1,1,,0.Occupations not requiring qualifications.Service workers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.35.15,8,0,8,16297.216,,104416.01,,10.25,1,0,1,,,,,,,0,"0.Occupations not requiring qualifications.Service workers.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.44,24,5,19,311830.22,80174.461,105410.45,2,13.157895,1,1,1,1,1,1,1,1,1,,0.Occupations not requiring qualifications.Manufacturing machine operators,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.48.44.15,6,1,5,27188.445,95163,135903.02,1,3.5999999,1,0,1,1,,1,0,,1,0,"0.Occupations not requiring qualifications.Manufacturing machine operators.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.48.45,28,10,18,244363.41,96113.93,121075.09,17.5,8.7222223,1,1,1,1,1,1,1,1,0,,0.Occupations not requiring qualifications.Assemblers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.48.45.15,6,1,5,691849.63,344863.44,251174.59,7,10.4,1,1,1,0,,0,0,,1,1,"0.Occupations not requiring qualifications.Assemblers.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.48.47,21,1,20,56454.605,69977,124939.77,1,19.299999,1,0,1,1,,1,1,,1,,0.Occupations not requiring qualifications.Drivers and mobile machinery operators,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0.48.47.15,6,0,6,68536.164,,217070.66,,16.5,1,0,1,,,,,,,0,"0.Occupations not requiring qualifications.Drivers and mobile machinery operators.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0.48.50,12,0,12,29624.945,,88120.031,,12.166667,1,0,1,,,,,,,,0.Occupations not requiring qualifications.Entrepreneur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0.48.50.15,5,0,5,75490.523,,207762.22,,7.5999999,1,0,1,,,,,,,0,"0.Occupations not requiring qualifications.Entrepreneur.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0.50,45,16,29,,72865.344,84287.109,11.125,16.586206,1,,,1,1,1,,,1,,0.Entrepreneur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.50.15,10,2,8,17083.336,82550.25,186027.86,3.5,53.125,1,0,1,1,1,1,1,1,1,0,"0.Entrepreneur.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
