id,value,nok,ffiak,wage_dif,mean_wage_fem,mean_wage_male,noi_honap,ffi_honap,gender_dom,wage_sign,wagegap,wagegap_wlimit,wagegap2,tenure_dif,manag_av,id_labels,occ_0,occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,occ_11,occ_12,occ_13,occ_14,occ_15,occ_16,occ_17,occ_18,occ_19,occ_20,occ_21,occ_22,occ_23,occ_24,occ_25,occ_26,occ_27,occ_28,occ_29,occ_30,occ_31,occ_32,occ_33,occ_34,occ_35,occ_36,occ_37,occ_38,occ_39,occ_40,occ_41,occ_42,occ_43,occ_44,occ_45,occ_46,occ_47,occ_48,occ_49,occ_50,hany_ism,occ_51
0.46.15,4,2,2,953.95343,412.94849,1033.4397,2.5,2,0,1,1,1,1,0,0,"0.Stationary machine operators.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.47,29,1,28,,495.0705,392.54852,1,16.785715,1,,0,,0,1,,0.Drivers and mobile machinery operators,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.47.15,7,0,7,161.63203,,880.47937,,26.571428,1,1,,,,,0,"0.Drivers and mobile machinery operators.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.48,843,292,551,,372.96606,369.65906,6.6541095,10.083485,1,,0,0,0,1,,0.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
0.48.14,30,10,20,828.95294,533.75641,406.31305,4.8000002,3.6500001,1,1,0,0,0,0,0,"0.Occupations not requiring qualifications.Chief executives, senior officials and legislators",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.15,207,65,142,904.3385,687.37006,680.20374,12.8,14.654929,1,1,0,0,0,1,0,"0.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.17,10,0,10,4876.9912,,981.41309,,17.299999,1,1,,,,,,"0.Occupations not requiring qualifications.Technical, information technology, science related professionals",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.17.15,4,0,4,4151.2681,,1770.7445,,21.5,1,1,,,,,1,"0.Occupations not requiring qualifications.Technical, information technology, science related professionals.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.24,25,3,22,1552.0704,576.87158,538.66052,18.333334,15.363636,1,1,0,0,0,0,,0.Occupations not requiring qualifications.Technicians and technical professionals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.24.15,7,1,6,745.82959,1765.7034,1412.7711,5,18.5,1,1,0,,0,1,1,"0.Occupations not requiring qualifications.Technicians and technical professionals.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.24.48,5,0,5,545.73584,,479.56351,,2.4000001,1,1,,,,,,0.Occupations not requiring qualifications.Technicians and technical professionals.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.24.48.15,4,0,4,1182.6665,,811.30994,,12.25,1,1,,,,,0,"0.Occupations not requiring qualifications.Technicians and technical professionals.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.29,49,16,33,1825.2076,535.17041,630.54181,17.6875,23.424242,1,1,1,1,1,1,,"0.Occupations not requiring qualifications.Business related services administrators, agents",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.29.15,26,9,17,387.88562,873.98199,881.88287,21.888889,22.941177,1,1,1,1,0,1,0,"0.Occupations not requiring qualifications.Business related services administrators, agents.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.32,26,8,18,2100.4602,584.25946,633.87408,5.75,11.277778,1,1,1,1,1,1,,0.Occupations not requiring qualifications.Office clerks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.32.15,8,3,5,798.62988,1328.1914,1296.4229,5,21.200001,1,1,0,0,0,1,1,"0.Occupations not requiring qualifications.Office clerks.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.33,38,23,15,1017.4707,582.13995,420.36731,20.565218,10.6,2,1,0,0,0,0,,0.Occupations not requiring qualifications.Customer services occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.33.15,13,10,3,238.92154,987.75049,1426.8813,23,36,2,1,1,1,1,1,0,"0.Occupations not requiring qualifications.Customer services occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.33.34,11,8,3,85.978882,563.67175,554.03943,25.625,39.333332,2,1,0,0,0,1,,0.Occupations not requiring qualifications.Customer services occupations.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.33.34.15,8,5,3,351.00751,912.14771,822.15887,8.1999998,5.6666665,2,1,0,0,0,0,0,"0.Occupations not requiring qualifications.Customer services occupations.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34,233,126,107,937.3725,492.78375,505.93689,20.206348,17.448599,0,1,1,1,0,0,,0.Occupations not requiring qualifications.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.15,116,62,54,307.79129,793.45581,838.61371,13.112904,16.611111,0,1,1,1,1,1,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.29,13,8,5,358.99323,452.59372,457.71756,14.25,19.6,2,1,1,1,0,1,,"0.Occupations not requiring qualifications.Commercial and catering occupations.Business related services administrators, agents",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.29.15,4,3,1,163.89595,764.31561,707.43542,26.666666,42,2,1,0,,0,1,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Business related services administrators, agents.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.33,14,9,5,304.71494,436.77301,562.62714,15.111111,5.1999998,2,1,1,1,1,0,,0.Occupations not requiring qualifications.Commercial and catering occupations.Customer services occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.33.15,5,2,3,1104.7642,623.1698,1926.6648,30,15,1,1,1,1,1,0,1,"0.Occupations not requiring qualifications.Commercial and catering occupations.Customer services occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.34.33.34,6,5,1,19.010342,524.966,452.19006,23.799999,6,2,1,0,,0,0,,0.Occupations not requiring qualifications.Commercial and catering occupations.Customer services occupations.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.34.33.34.15,5,5,0,156.92245,795.74146,,14.4,,2,1,,,,,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Customer services occupations.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.34.48,47,28,19,6.0444179,462.96136,557.69806,8.9285717,13.421053,0,1,1,1,1,1,,0.Occupations not requiring qualifications.Commercial and catering occupations.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.34.48.15,14,9,5,685.13159,871.96143,745.48407,17.888889,26.6,2,1,0,0,0,1,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.48.34.48.34,24,15,9,-1040.7577,559.65948,527.09021,13.533334,10.666667,2,0,0,0,0,0,,0.Occupations not requiring qualifications.Commercial and catering occupations.Occupations not requiring qualifications.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
0.48.34.48.34.15,13,9,4,168.41116,815.5144,760.19836,12.555555,6.75,2,1,0,0,0,0,0,"0.Occupations not requiring qualifications.Commercial and catering occupations.Occupations not requiring qualifications.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
0.48.35,23,4,19,395.99158,326.67227,465.31415,9,15.526316,1,1,1,1,1,1,,0.Occupations not requiring qualifications.Service workers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.35.15,8,0,8,178.19583,,526.16833,,10.125,1,1,,,,,0,"0.Occupations not requiring qualifications.Service workers.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48.44,24,5,19,960.07343,344.06323,473.92087,2,13.157895,1,1,1,1,1,1,,0.Occupations not requiring qualifications.Manufacturing machine operators,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.48.44.15,6,1,5,90.516441,383.72177,672.90552,1,3.5999999,1,1,1,,1,1,0,"0.Occupations not requiring qualifications.Manufacturing machine operators.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.48.45,28,10,18,726.60724,464.79321,493.86823,17.5,8.7222223,1,1,1,1,1,0,,0.Occupations not requiring qualifications.Assemblers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.48.45.15,6,1,5,2915.7419,1410.6046,1042.9242,7,10.4,1,1,0,,0,1,0,"0.Occupations not requiring qualifications.Assemblers.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.48.47,21,1,20,228.50433,282.16531,555.49103,1,19.299999,1,1,1,,1,1,,0.Occupations not requiring qualifications.Drivers and mobile machinery operators,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0.48.47.15,6,0,6,207.36601,,886.12048,,16.5,1,1,,,,,0,"0.Occupations not requiring qualifications.Drivers and mobile machinery operators.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0.48.50,12,0,12,-302.18784,,373.72333,,12.166667,1,0,,,,,,0.Occupations not requiring qualifications.Entrepreneur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0.48.50.15,5,0,5,296.39136,,875.30389,,7.5999999,1,1,,,,,0,"0.Occupations not requiring qualifications.Entrepreneur.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0.50,45,16,29,,305.1976,356.37833,11.125,16.586206,1,,1,1,1,1,,0.Entrepreneur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.50.15,10,2,8,421.18777,455.76935,809.30219,3.5,53.125,1,1,1,1,1,1,0,"0.Entrepreneur.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
